unlimited,year,ISO_DateTime_UTC,ISO_DateTime_local,month,day,hour,Date,decimal_year,Longitude,Latitude,Cruise_number,Cruise_Leg,Station,Cast_number,Biogeochemical_Cruise_ID,Core_CARIACO_ID,Notes,Comments,Depth,Corrected_Depth,Winkler_O2_avg,Winkler_O2_flags,NO3,NO2,NH4,PO4,H2S,H2S_comment,CH4,CH4_comment,Acetate,Propionate,Incorporation_Acetate_Uptake_rate_constant,Respiration_Acetate_Uptake_rate_constant,Total_Acetate_uptake_rate_constant,Sulfite,SD_Sulfite,Thiosulfate,SD_Thiosulfate,Particulate_Elemental_sulfur,SD_Particulate_Elemental_sulfur,Particulate_element_sulfur_flags,Total_zero_valent_sulfur,SD_Total_zero_valent_sulfur,Total_zero_valent_Sulfur_flags,Total_Prokaryote_Cell_Density,SD_Total_Prokaryotes,Total_Prokaryote_Biomass_Estimates,SD_Prokaryote_Biomass_Estimates,Cyanobacteria,SD_Cyanobacteria,Methanogens,SD_Methanogens,Flagellated_Protists,SD_Flagellated_Protists,Ciliated_Protists,SD_Ciliated_Protists,Viral_Like_Particles_VLP,SD_Viral_Like_Particles_VLP,Heterotrophic_Bacterial_Production,SD_Heterotrophic_Bacterial_Production,Dark_carbon_fixation_rate,SD_Dark_carbon_fixation_rate,dissolved_Mn,SD_dissolved_Mn,dissolved_Fe,SD_dissolved_Fe
44,1996,1996-03-12 17:50:00,1996-03-12 13:50:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.48,5,1,CAR,1,CAR-5,93HG_5,cast 1: Begun at 1350 on 12 March 1996; end. 1550,Locations for individual casts not recorded,290,288.0,,,,,,,,n.f.,0.79,n.f.,0.7,246.0,0.0029,0.0017,0.0046,,,,,,,n.f.,,,n.f.,218456543.20401523,22938192.54115049,7.7862081421184195,0.8175609615986237,321000.0,56400.0,306000.0,59000.0,1620657.4503580802,177379.04377934895,1120.0,261.0,,,0.07,0.07,,,,,,
45,1996,1996-03-12 17:50:00,1996-03-12 13:50:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.48,5,1,CAR,1,CAR-5,93HG_5,cast 1: Begun at 1350 on 12 March 1996; end. 1550,Locations for individual casts not recorded,310,308.0,,,,,,,,n.f.,0.75,n.f.,2.3,359.0,0.159,0.0077,0.16699999999999998,,,,,,,n.f.,,,n.f.,509987438.8715959,23982695.87286747,18.17692567446593,0.8547890538617585,275000.0,66100.0,306000.0,77000.0,535965.4560239321,100940.16088450723,509.0,152.0,,,,,,,,,,
46,1996,1996-03-12 17:50:00,1996-03-12 13:50:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.48,5,1,CAR,1,CAR-5,93HG_5,cast 1: Begun at 1350 on 12 March 1996; end. 1550,Locations for individual casts not recorded,330,330.0,,,,,,,,n.f.,1.06,n.f.,3.8,310.0,0.201,0.001,0.20199999999999999,,,,,,,n.f.,,,n.f.,497978716.6135973,18943120.6001704,17.748911893554148,0.6751689726978474,183000.0,51500.0,413000.0,87000.0,675061.2529444287,94942.45220995367,255.0,85.0,,,0.01,0.01,,,,,,
47,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,7,4.0,,,,,,,,n.f.,0.01,a,2.6,267.0,0.667,0.2,0.866,,,,,,,n.f.,,,n.f.,1192951579.2041488,130745857.85050978,38.921761754842905,4.265771736590532,27200000.0,4590000.0,214000.0,59000.0,142924.1216063819,38410.85768171513,1780.0,204.0,,,2.06,0.48,,,,,,
48,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,15,11.0,,,,,,,,n.f.,0.01,a,1.5,413.0,0.43200000000000005,0.31,0.743,,,,,,,n.f.,,,n.f.,1392500772.4700387,80945942.15131891,45.43234130732359,2.6409778320900132,15600000.0,1660000.0,214000.0,67000.0,64953.908837186056,24756.499635391152,4480.0,400.0,,,2.75,0.26,,,,,,
49,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,55,54.0,,,,,,,,n.f.,0.01,a,0.7,228.0,0.006999999999999999,0.0077,0.0146,,,,,,,n.f.,,,n.f.,376869475.118038,20024416.612848047,12.295908885927027,0.6533254042087273,244000.0,65000.0,214000.0,74000.0,67506.12529444287,25522.1645725682,2140.0,225.0,,,0.12,0.08,,,,,,
50,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,100,98.0,,,,,,,,n.f.,0.02,n.f.,1.1,167.0,0.0079,0.0026,0.0106,,,,,,,n.f.,,,n.f.,201337726.36814505,27616995.136649825,6.5689330183799965,0.9010442031607324,153000.0,52000.0,214000.0,77000.0,117019.12456522515,42111.57154473752,1020.0,284.0,,,0.03,0.03,,,,,,
51,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,150,143.0,,,,,,,,n.f.,0.01,a,2.1,176.0,0.0034,0.0034,0.0067,,,,,,,n.f.,,,n.f.,138228058.33142954,46048084.26011748,4.757398575061852,1.5848380790978691,244000.0,69000.0,321000.0,56000.0,54872.65383102161,16461.796149306483,1680.0,228.0,,,0.02,0.01,,,,,,
52,1996,1996-03-12 22:50:00,1996-03-12 18:50:00,3,12,,b'1996-03-12',1996.1967,-64.675,10.5,5,1,CAR,2,CAR-5,93HG_5,cast 2: Begun at 1850 on 12 March 1996; end. 1940,Locations for individual casts not recorded,200,195.0,,,,,,,,n.f.,0.01,a,1.2,292.0,0.0058,0.0048,0.0106,,,,,,,n.f.,,,n.f.,191373041.94129524,15366054.395660207,6.5864908183388655,0.5288538822628831,183000.0,60300.0,367000.0,57000.0,37517.58192167524,14930.466274952396,1480.0,278.0,,,0.01,0.02,,,,,,
53,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,340,347.0,,,,,,,,n.f.,1.42,n.f.,1.1,220.0,0.0029,0.0022,0.005,,,,,,,n.f.,,,n.f.,142622739.66839918,26451893.57289508,5.083346649041522,0.9427959725581704,199000.0,45800.0,688000.0,121000.0,463227.2869921126,83585.08897516082,153.0,78.0,,,0.04,0.05,,,,,,
54,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,360,368.0,,,,,,,,n.f.,1.67,n.f.,1.3,250.0,0.0115,0.0024,0.0139,,,,,,,n.f.,,,n.f.,246306558.653416,17538866.610171255,8.778835846786148,0.6251186803597389,199000.0,40100.0,367000.0,103000.0,737590.5561472209,53596.545602393206,153.0,78.0,,,0.0,0.0,,,,,,
55,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,380,389.0,,,,,,,,n.f.,2.24,n.f.,3.5,281.0,,,,,,,,,,n.f.,,,n.f.,179875329.14108393,12178377.39798384,6.411100037486979,0.4340606139016752,122000.0,40900.0,397000.0,89000.0,570420.3781968992,82053.75910080674,102.0,68.0,,,0.0,0.0,,,,,,
56,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,400,401.0,,,,,,,,n.f.,2.76,n.f.,0.9,,0.0038,0.0062,0.0101,,,,,,,n.f.,,,n.f.,118784148.46262772,14577055.792836815,4.233693760550706,0.5195540899697545,183000.0,56100.0,917000.0,155000.0,823089.8074653244,112807.9674107514,102.0,68.0,,,0.0,0.01,,,,,,
57,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,500,500.0,,,,,,,,n.f.,5.11,n.f.,0.8,231.0,0.0041,0.0031,0.0072,,,,,,,n.f.,,,n.f.,10117987.264185967,9178751.880773153,0.4865367189016298,0.4413723507530846,183000.0,46500.0,458000.0,103000.0,691650.6599165981,137819.68869186824,51.0,51.0,,,0.01,0.01,,,,,,
58,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,1000,998.0,,,,,,,,n.f.,10.92,n.f.,1.4,220.0,0.0019,0.0058,0.0077,,,,,,,n.f.,,,n.f.,60988978.78689876,13325082.62125825,2.9327352222681577,0.64075411525651,290000.0,78300.0,336000.0,91000.0,547450.4300815879,70696.3958660139,0.0,0.0,,,0.12,0.15,,,,,,
59,1996,1996-03-13 01:44:00,1996-03-12 21:44:00,3,12,,b'1996-03-12',1996.1967,-64.68,10.5,5,1,CAR,3,CAR-5,93HG_5,cast 3: Begun at 2144 on 12 March 1996; end. 2350,Locations for individual casts not recorded,1310,1310.0,,,,,,,,n.f.,12.15,n.f.,0.5,,0.0029,0.0048,0.0077,,,,,,,n.f.,,,n.f.,134114432.1962428,18432111.14238323,6.449068781602661,0.8863322954940296,214000.0,59100.0,672000.0,88000.0,1133184.1070220277,146752.44629226712,0.0,0.0,,,0.02,0.03,,,,,,
60,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,220,221.0,,,,,,,,n.f.,,n.f.,1.8,,0.0012,0.0017,0.0029,,,,,,,n.f.,,,n.f.,297076432.54306227,26094551.50716087,10.224487082616218,0.8980968383379109,554000.0,83000.0,688000.0,91300.0,263776.5601926229,61072.590963517185,5090.0,3510.0,,,0.08,0.02,,,,,,
61,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,250,252.0,,,,,,,,n.f.,,n.f.,1.7,562.0,0.0055,0.0024,0.0079,,,,,,,n.f.,,,n.f.,365323721.1002523,31112734.489307202,13.020834670460449,1.108917238418335,239000.0,45700.0,477000.0,84800.0,408734.85002820846,113946.72127239878,17800.0,5570.0,,,0.25,0.05,,,,,,
62,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,270,271.0,,,,,,,,n.f.,,n.f.,1.0,157.0,0.0065,0.005,0.0115,,,,,,,n.f.,,,n.f.,610211050.6289928,27098188.103590146,21.749086482527343,0.9658311431385501,181000.0,52700.0,306000.0,48800.0,2186256.174569486,253082.9158604895,68800.0,8490.0,,,0.41,0.06,,,,,,
63,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,290,292.0,,,,,,,,n.f.,,n.f.,2.0,367.0,0.0214,0.0086,0.03,,,,,,,n.f.,,,n.f.,562036494.000388,40145463.857170574,20.032053339169924,1.4308609527978515,220000.0,39900.0,344000.0,104000.0,4871549.08463853,2138728.8664266714,33100.0,8490.0,,,1.35,0.59,,,,,,
64,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,310,312.0,,,,,,,,n.f.,,n.f.,0.7,,0.0331,0.0,0.0331,,,,,,,n.f.,,,n.f.,473716473.5146128,30109097.89287793,16.88415924301465,1.0731457145983887,296000.0,44800.0,210000.0,73200.0,2732820.2182118585,415863.94624963065,22900.0,9400.0,,,0.56,0.05,,,,,,
65,1996,1996-07-09 20:00:00,1996-07-09 16:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,1,CAR-9,93HG_9,cast 1: Begun at about 1600; on deck 1625,Locations for individual casts not recorded,330,332.0,,,,,,,,n.f.,,n.f.,,,0.0245,0.0,0.0245,,,,,,,n.f.,,,n.f.,346254625.76809627,24087278.314302344,12.341175717881471,0.8585165716787109,277000.0,56200.0,802000.0,161000.0,2495183.677497784,439627.6003210381,20400.0,6810.0,,,1.22,0.16,,,,,,
66,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,340,341.0,,,,,,,,n.f.,,n.f.,0.8,160.0,0.0233,0.0,0.0233,,,,,,,n.f.,,,n.f.,459665561.1646031,42152737.05002911,16.383357909535402,1.502404000437744,229000.0,42900.0,621000.0,154000.0,3921002.921782232,522800.3895709642,20400.0,6810.0,,,0.99,0.33,,,,,,
67,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,360,356.0,,,,,,,,n.f.,,n.f.,1.4,313.0,0.0118,0.0,0.0118,,,,,,,n.f.,,,n.f.,359301901.52167666,40145463.857170574,12.80620552754077,1.4308609527978515,191000.0,43800.0,296000.0,46900.0,3326911.569997045,701027.7951065202,30600.0,7750.0,,,0.71,0.19,,,,,,
68,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,380,380.0,,,,,,,,n.f.,,n.f.,0.3,212.0,0.0048,0.0,0.0048,,,,,,,n.f.,,,n.f.,209760048.65371624,35127280.87502425,7.476248478368773,1.2520033336981202,411000.0,69700.0,124000.0,42200.0,3445729.8403540826,427745.77328533435,5090.0,3510.0,,,0.13,0.03,,,,,,
69,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,500,492.0,,,,,,,,n.f.,,n.f.,0.5,,0.0005,0.0,0.0005,,,,,,,n.f.,,,n.f.,227825507.38944304,16058185.54286823,10.955289026673483,0.7721789622324922,516000.0,78500.0,325000.0,46000.0,1782274.0553555598,344572.98403540824,10200.0,4670.0,,,0.03,0.02,,,,,,
70,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,1000,1008.0,,,,,,,,n.f.,,n.f.,0.3,,0.0005,0.0,0.0005,,,,,,,n.f.,,,n.f.,147534579.67510188,14050912.350009706,7.094394215511024,0.6756565919534311,497000.0,97400.0,258000.0,63900.0,1901092.3257125968,344572.98403540824,12700.0,5060.0,,,0.01,0.01,,,,,,
71,1996,1996-07-10 01:00:00,1996-07-09 21:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,2,CAR-9,93HG_9,cast 2:  On deck about 2100,Locations for individual casts not recorded,1310,1322.0,,,,,,,,n.f.,,n.f.,0.1,,0.0007,0.0,0.0007,,,,,,,n.f.,,,n.f.,103374569.43221425,11040002.560721908,4.970902069371669,0.5308730365348384,688000.0,98400.0,1060000.0,138000.0,1307000.9739274106,237636.54071407465,7640.0,4170.0,,,0.01,0.01,,,,,,
72,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,7,7.0,,,,,,,,n.f.,,n.f.,1.9,199.0,0.14,0.107,0.247,,,,,,,n.f.,,,n.f.,1114036622.0364835,99360023.04649717,36.34704773013573,3.241763716471565,117000000.0,8340000.0,1800000.0,245000.0,2328838.0989979315,597655.8998958977,20400.0,6810.0,,,7.94,1.85,,,,,,
73,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,15,17.0,,,,,,,,n.f.,,n.f.,1.9,165.0,0.0732,1.232,1.305,,,,,,,n.f.,,,n.f.,1234473013.6079953,39141827.26074132,40.27645829555581,1.2770584337615258,34000000.0,5040000.0,401000.0,102000.0,3754657.3432823787,411111.2154353491,66200.0,14800.0,,,5.04,1.65,,,,,,
74,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,55,52.0,,,,,,,,n.f.,,n.f.,2.3,,0.0228,0.006999999999999999,0.0298,,,,,,,n.f.,,,n.f.,803912913.7398409,44160010.24288763,26.228815524179026,1.4407838739873617,4000000.0,214000.0,363000.0,75800.0,3552666.2836754154,421804.8597674825,22900.0,6890.0,,,4.28,3.73,,,,,,
75,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,110,111.0,,,,,,,,n.f.,,n.f.,3.0,418.0,0.0086,0.0017,0.0103,,,,,,,n.f.,,,n.f.,549354177.0091456,,17.923470465450222,,1470000.0,144000.0,917000.0,81500.0,998073.4709991136,206743.7904212449,7640.0,5570.0,,,1.21,0.12,,,,,,
76,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,150,153.0,,,,,,,,n.f.,,n.f.,2.3,235.0,0.0034,0.0026,0.006,,,,,,,n.f.,,,n.f.,492785568.84676886,28101824.70001941,16.960213370150548,0.9671812105177502,449000.0,84600.0,1950000.0,145000.0,263776.5601926229,56557.49668994977,10200.0,5960.0,,,3.73,1.33,,,,,,
77,1996,1996-07-10 03:00:00,1996-07-09 23:00:00,7,9,,b'1996-07-09',1996.5219,-64.66,10.5,9,1,CAR,3,CAR-9,93HG_9,cast 3:  On deck about 2300,Locations for individual casts not recorded,200,203.0,,,,,,,,n.f.,,n.f.,1.6,268.0,0.0034,0.0024,0.0058,,,,,,,n.f.,,,n.f.,356290991.73238885,19069095.332156025,12.262476061921475,0.6563015357084735,,,,,,,,,,,0.32,0.04,,,,,,
78,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,220,220.0,,,,,,,,n.f.,,n.f.,3.579199604743083,1157.142857142857,0.00648,0.0588,0.06527999999999999,,,,,,,n.f.,,,n.f.,304727350.63872045,117843780.1298177,10.487808923967172,4.05583235731543,,,,,89718.2657748325,33704.5363375936,,,479341052.37337005,139147907.34743053,0.08,0.03,0.49,0.26,,,,
79,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,240,240.0,,,,,,,,n.f.,,n.f.,1.5259090909090909,282.14285714285717,0.00264,0.06816,0.0708,,,,,,,n.f.,,,n.f.,179741523.22830778,148792651.67906272,6.186168544996263,5.1210004511558465,,,,,44778.883991374365,35309.51425843139,,,191483278.93725097,136826259.30997056,0.13,0.02,0.08,0.09,,,,
80,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,260,259.0,,,,,,,,n.f.,,n.f.,0.8004545454545455,437.6666666666666,0.06048000000000001,0.02544,0.08592000000000001,,,,,,,n.f.,,,n.f.,324963151.26707304,112725312.91205792,11.582306930130155,4.0177452977411185,,,,,144448.01287540115,48149.33762513372,,,453846112.7148031,129778939.18368569,0.79,0.29,17.74,3.67,,,,
81,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,280,280.0,,,,,,,3.3082175925925923,b,,n.f.,0.6310909090909093,150.95729013254788,0.06408,0.02856,0.09264,,,,,,,n.f.,,,n.f.,417809765.9148081,184502888.08203775,14.891537481595911,6.576035070220418,,,,,179757.52713383254,65804.09475434941,,,367958899.4222467,125608927.19751608,0.39,0.19,21.52,1.15,,,,
82,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,300,300.0,,,,,,,5.985185185185184,b,,n.f.,4.308818181818181,169.09523809523805,0.04728,0.027360000000000002,0.07464,,,,,,,n.f.,,,n.f.,205929029.9238228,77372178.87311262,7.339703659020209,2.7576921262214658,,,,,179757.52713383254,65804.09475434941,,,267335249.39979905,90227347.388455,0.38,0.09,15.38,2.59,,,,
83,1997,1997-05-08 05:32:00,1997-05-08 01:32:00,5,8,,b'1997-05-08',1997.3525,-64.664,10.498,19,1,CAR,1,CAR-19,93HG_19,cast 1:   8 May 1997; cast starts down 1322;  on deck 1353,Locations for individual casts not recorded,320,320.0,,,,,,,,n.f.,,n.f.,7.807239057239057,252.81954887218043,0.01656,0.01704,0.0336,,,,,,,n.f.,,,n.f.,105821333.87414944,44042624.89700257,3.771674308016744,1.569763210310681,,,,,157769.3296183548,59384.18307099824,,,262814872.1538554,98694454.6100938,0.14,0.03,21.31,2.11,,,,
84,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,340,340.0,,,,,,,15.471469907407407,b,,n.f.,3.328715680292861,606.1224489795919,0.006239999999999999,0.0048,0.011040000000000001,,,,,,,n.f.,,,n.f.,68920756.25774185,37138645.85909406,2.456467293972659,1.323692220586303,,,,,229511.84267980407,80248.89604188951,,,228821614.9310397,93096535.2347945,0.05,0.01,5.77,5.13,,,,
85,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,360,359.0,,,,,,,17.66915509259259,b,,n.f.,3.090034965034965,139.39393939393938,0.01056,0.006,0.01656,,,,,,,n.f.,,,n.f.,108202016.30101442,47851716.77998658,3.8565263734389417,1.705526514986199,,,,,221486.95307561508,81853.87396272732,,,196636511.21343717,98265851.68837924,0.03,0.02,3.62,1.07,,,,
86,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,380,380.0,,,,,,,22.228182870370368,b,,n.f.,0.7235155162124529,218.04511278195488,0.01512,0.00648,0.0216,,,,,,,n.f.,,,n.f.,127366509.83727773,50589501.57088132,4.539585500087645,1.8031063902217281,,,,,235931.7543631552,81853.87396272732,,,171412793.27723426,84208984.48775516,0.02,0.02,1.24,0.54,,,,
87,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,500,500.0,,,,,,,29.00243055555556,b,,n.f.,2.9765661799340566,166.83333333333334,0.0072,0.007680000000000002,0.01488,,,,,,,n.f.,,,n.f.,92727580.52639191,36305407.009691305,4.458927611096087,1.7457932238566192,,,,,226301.88683812844,51359.2934668093,,,143024806.70690802,70004296.65838176,0.06,0.03,3.73,0.73,,,,
88,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,1000,1010.0,,,,,,,59.13877314814814,b,,n.f.,6.74931538550546,,0.00024000000000000006,0.007680000000000002,0.007920000000000002,,,,,,,n.f.,,,n.f.,57017344.12341683,21307107.72044178,2.7417539482862967,1.0245802854765074,,,,,260006.4231757221,78643.91812105174,,,152608011.16061306,51472730.49357516,0.0,0.0,0.01,0.01,,,,
89,1997,1997-05-08 22:04:00,1997-05-08 18:04:00,5,8,,b'1997-05-08',1997.3525,-64.667,10.498,19,1,CAR,2,CAR-19,93HG_19,cast 2:  8 May 1997; cast starts down 1804;  on deck 1906,Locations for individual casts not recorded,1310,1310.0,,,,,,,72.09108796296294,b,,n.f.,25.53929121725732,,0.00024000000000000006,0.01272,0.01296,,,,,,,n.f.,,,n.f.,65349732.61744436,29520462.093126044,3.142427802941915,1.419530227922759,,,,,263216.37901739764,72224.00643770058,,,105776882.29863384,52141240.52160841,0.01,0.01,0.26,0.14,,,,
90,1997,1997-05-09 02:08:00,1997-05-08 22:08:00,5,8,,b'1997-05-08',1997.3525,-64.67,10.498,19,1,CAR,3,CAR-19,93HG_19,cast 3:  8 May 1997; cast starts down 2208; on deck 2236,Locations for individual casts not recorded,7,7.0,,,,,,,,n.f.,,n.f.,15.791233766233766,346.0144927536232,0.12264000000000001,0.09432,0.21696,,,,,,,n.f.,,,n.f.,401144988.9267532,141650604.39846772,13.087932452859675,4.621554783057276,,,,,203832.19594639933,80248.89604188951,,,500134798.13205415,173339244.9948212,8.63,3.46,5.82,1.03,,,,
