"","time_month","time.x","X10m_u_component_of_wind","X10m_v_component_of_neutral_wind","X10m_v_component_of_wind","X10m_wind_speed","X2m_temperature","benjamin_feir_index","coefficient_of_drag_with_waves","instantaneous_eastward_turbulent_surface_stress","instantaneous_northward_turbulent_surface_stress","lake_mix_layer_depth","lake_mix_layer_temperature","mean_wave_period","medium_cloud_cover","sea_surface_temperature","surface_pressure","v_component_stokes_drift","time.y","clear_sky_direct_solar_radiation_at_surface","evaporation","instantaneous_10m_wind_gust","instantaneous_large_scale_surface_precipitation_fraction","large_scale_precipitation","mean_evaporation_rate","mean_runoff_rate","mean_total_precipitation_rate","northward_turbulent_surface_stress","runoff","sub_surface_runoff","surface_runoff","surface_sensible_heat_flux","total_precipitation","O2_ml_L","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC"
"34","01-2012",2012-01-03 07:33:20,-6.5377417,-3.4082365,-3.4134836,7.5557985,297.68335,0.05502224,0.0010197477,-0.07616937,-0.039324462,49.260582,297.58203,4.7462654,0.21653938,297.55417,101298,-0.038673617,2012-01-03 01:33:20,18427360,-0.0021044873,9.970345,0.15667725,0.000164363,-2.4356763e-05,0,2.8915174e-06,-3654.5625,0,0,0,202460,0.00024990906,3.39449885820566,147.858747232754,NA,NA,NA,0.194132623479477,0.100565754366915,5.38950090597159,0.375376689399058,4.90445081198316,7.95046947400261,0.0024239038721305,2423.9038721305,2153.99791172872,489.930179693148,7.96177259645635,2147.49753524272,474.780436160172,36.7809084867818,36.7865896346939,22.5734296752477,25.4035265945716,16.286997236754,39.7091827596737,140.949381560418,17.863092133254,8.94763347641882,137.551957584676,17.4325247309274,NA,NA,57.4817167163318,NA,NA,1.07674256810038,0.814598196063947,8.32085587568388,27.1479808921711,2.26232763394606
"35","01-2013",2013-01-03 07:33:20,-6.549715,-3.4599133,-3.4652576,7.614012,297.86523,0.05905342,0.0010147414,-0.07833612,-0.040486336,49.26117,297.73438,5.0061655,0.17710727,297.70258,101331.94,-0.039191466,2013-01-03 01:33:20,18647920,-0.0021401197,10.016856,0.08743286,8.715672e-05,-2.4770095e-05,0,1.3388617e-06,-3752.0156,0,0,0,238008,0.00011606308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","01-2014",2014-01-03 07:33:20,-6.6877165,-3.4510832,-3.4955177,7.7673683,297.22888,0.073023796,0.0010189267,-0.08480096,-0.04304868,49.261364,296.766,4.787492,0.12670887,296.73672,101307.44,-0.03903923,2014-01-03 01:33:20,18595808,-0.0015483026,10.254158,0.09963989,8.026388e-05,-1.791818e-05,0,1.1972013e-06,-4038.5352,0,0,0,572392,0.000103261016,2.99829938854353,130.549505741922,NA,NA,NA,0.287475623965522,0.1772247852894,7.6372080313943,0.608869832016724,8.33744539708235,7.90028789594689,0.00239858627776783,2398.58627776783,2158.32013131484,526.088009132699,7.91009149495305,2153.04751870268,512.1373237627,36.7313347601093,36.7231453384008,21.064306681321,25.782335786476,32.2605596404129,12.5843925236653,99.8991964343104,11.8550782846776,9.91886843705027,97.4911837523263,11.5693105642873,NA,NA,61.7849494060725,NA,1.03916496584916,0.246267875630642,0.284271776816207,1.32013837562294,4.30713850125642,0.358923249097347
"37","01-2015",2015-01-03 07:33:20,-6.3287277,-3.3366508,-3.3366394,7.3829594,298.0509,0.074728966,0.0009867293,-0.078385055,-0.038703084,49.26066,298.01294,4.7315655,0.1502415,298.00082,101308.94,-0.03633387,2015-01-03 01:33:20,18559312,-0.002111046,9.814801,0.09361267,8.651821e-05,-2.4433757e-05,0,1.459036e-06,-3621.3828,0,0,0,132119,0.00012575692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","01-2016",2016-01-03 07:33:20,-6.3386993,-3.4202461,-3.4473314,7.5012045,297.66248,0.08791733,0.0009958472,-0.08092433,-0.041419923,49.260857,297.29297,5.0465603,0.09112706,297.28394,101261.875,-0.038419712,2016-01-03 01:33:20,18815248,-0.0017093881,9.883578,0.039031982,1.0224003e-05,-1.978704e-05,0,1.9747313e-07,-3807.8516,0,0,0,516455,1.7137208e-05,3.36767709747576,146.646955801437,NA,NA,NA,0.472133004230906,0.117911913550439,5.54073010944364,0.373314946289409,2.36827143627822,7.93930368967856,0.00242479196557215,2424.79196557215,2159.85382914983,491.661619523484,7.95091582925909,2153.3141772946,476.219139205594,36.8552312366283,36.8453127986186,21.7296723960927,25.6892031617247,49.7331243225052,15.669124632679,145.334275877357,15.9160234549299,12.033889557654,141.83105036937,15.5323856926659,NA,NA,85.6374531809856,158.738396135034,1.31529008413677,0.542248866031367,0.583617434553554,1.13622624531968,3.70704513925066,0.308912073757741
"39","01-2017",2017-01-03 07:33:20,-5.6376705,-3.3196754,-3.300313,6.772333,297.97302,0.048192024,0.0009537048,-0.060336947,-0.034146905,49.260735,298.1101,5.2550373,0.11548036,298.0976,101298.25,-0.035429124,2017-01-03 01:33:20,18562832,-0.0021955445,9.064997,0.12174988,0.000118413984,-2.5410904e-05,0,2.4911114e-06,-3179.961,0,0,0,5848,0.00021423405,3.1941637663502,139.11615652802,NA,NA,NA,0.424408784760789,0.095683790788042,5.19259998193817,0.376324855013462,2.49049023608953,7.94197469971252,0.00221068699386067,2210.68699386067,1961.74219597089,452.640979176797,7.95252205269244,1955.98257302634,439.57102635229,36.8400416817386,36.8622259062359,22.4200566108431,25.5052955052246,65.5760729463302,27.6880211404437,155.503126825861,26.4936549236451,7.01510123886696,151.754712387566,25.8550608639706,NA,NA,65.7570312993201,281.338842204356,NA,0.403718752796128,0.394782529694275,2.75335301108163,8.98324084062728,0.748588668721399
"40","01-2018",2018-01-03 07:33:20,-6.1964493,-3.225027,-3.2238512,7.1760025,298.1969,0.06217289,0.0009683063,-0.07195979,-0.035831094,49.26109,298.22705,4.991723,0.111307144,298.21155,101208.44,-0.034708526,2018-01-03 01:33:20,18517040,-0.002002973,9.395474,0.07865906,5.2749456e-05,-2.3179527e-05,0,7.692814e-07,-3286.0781,0,0,0,98530,6.6206514e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","01-2019",2019-01-03 07:33:20,-6.6897182,-3.2804918,-3.3372793,7.7287273,297.34534,0.096214294,0.0010110731,-0.085249245,-0.041372,49.26117,296.71582,4.6948404,0.076249324,296.71005,101373.625,-0.03711259,2019-01-03 01:33:20,18869584,-0.0016736714,10.337508,0.042907715,1.36912995e-05,-1.9368614e-05,0,1.8156878e-07,-3957.0977,0,0,0,772056,1.5066001e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","01-2020",2020-01-03 07:33:20,-5.9582615,-3.2821608,-3.2691126,7.06532,298.33142,0.06473255,0.0009679494,-0.071418166,-0.036083758,49.261326,298.36255,5.20695,0.12270111,298.36578,101325,-0.035072908,2020-01-03 01:33:20,18573712,-0.002187177,9.441339,0.09692383,8.242442e-05,-2.5313042e-05,0,1.3728286e-06,-3357.9062,0,0,0,111335,0.000119571196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","02-1979",1979-02-03 07:33:20,-7.5054407,-3.7506056,-3.7221937,8.661912,297.87,0.13082123,0.0010872188,-0.11780131,-0.05715877,49.261326,298.1776,5.1382065,0.03305978,298.1784,101276.375,-0.04699301,1979-02-03 01:33:20,20692176,-0.0039595254,11.599524,0.035995483,1.1021488e-05,-4.5826702e-05,0,2.2776698e-07,-5326.5,0,0,0,-129417,1.9316907e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","02-1980",1980-02-03 07:33:20,-6.85594,-3.6100473,-3.5654392,8.037169,298.11963,0.11661053,0.00104084,-0.0975163,-0.048751235,49.26066,298.5586,4.751771,0.08299402,298.54752,101217.81,-0.042535402,1980-02-03 01:33:20,20603616,-0.0036775544,10.792338,0.04286194,3.368345e-05,-4.256281e-05,0,5.246231e-07,-4577.8125,0,0,0,-298709,4.526705e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","02-1981",1981-02-03 07:33:20,-6.20498,-3.368967,-3.3232346,7.3782473,298.43323,0.084843636,0.0009974241,-0.08508134,-0.043806374,49.260464,298.8673,4.9517746,0.08891385,298.87973,101083.94,-0.038829636,1981-02-03 01:33:20,20236704,-0.0030425787,9.876897,0.08180237,7.2101335e-05,-3.521469e-05,0,2.031844e-06,-4082.207,0,0,0,-301902,0.00017669008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","02-1982",1982-02-03 07:33:20,-6.29772,-3.5327425,-3.5099049,7.5144606,297.92896,0.06511879,0.0010034724,-0.081513405,-0.043035805,49.260582,298.05017,5.0035257,0.16014785,298.03412,101221,-0.04038923,1982-02-03 01:33:20,20094128,-0.002506785,9.840051,0.1499176,0.00023481899,-2.9014613e-05,0,4.6793984e-06,-3858.5625,0,0,0,5014,0.0004050306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","02-1983",1983-02-03 07:33:20,-6.4305,-3.1896124,-3.2068567,7.4924736,297.82068,0.083566666,0.0009859661,-0.083597064,-0.038697004,49.260696,297.64447,5.1404886,0.06749575,297.6501,101118.625,-0.03658629,1983-02-03 01:33:20,19111264,-0.0021999555,9.809,0.060043335,2.3275614e-05,-2.5462825e-05,0,3.075345e-07,-3458.5547,0,0,0,271274,2.7482252e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","02-1984",1984-02-03 07:33:20,-6.829777,-3.6424427,-3.649557,7.9725704,297.39404,0.09452534,0.0010272849,-0.093542755,-0.047522068,49.2605,297.27783,4.5236864,0.08216509,297.25818,101094.19,-0.040812057,1984-02-03 01:33:20,19893712,-0.0020195746,10.48657,0.06062317,2.2206033e-05,-2.3373621e-05,0,2.8174793e-07,-4353.375,0,0,0,256136,2.4853056e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","02-1985",1985-02-03 07:33:20,-7.5442944,-3.6711235,-3.6475077,8.64743,297.44946,0.104813576,0.001092792,-0.11518729,-0.05434239,49.261166,297.73486,4.7308865,0.12106985,297.7185,101297.5,-0.04471588,1985-02-03 01:33:20,20362816,-0.0035214163,11.510649,0.0790863,0.00010051754,-4.075801e-05,0,1.6340873e-06,-5057.0312,0,0,0,-152511,0.00014111733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","02-1986",1986-02-03 07:33:20,-6.4755707,-3.680356,-3.6747866,7.69302,297.05383,0.10251045,0.0010249643,-0.08350766,-0.045774102,49.260933,297.12018,4.4389257,0.11251438,297.12476,101241.81,-0.040424563,1986-02-03 01:33:20,20156688,-0.0021528015,10.060343,0.082962036,4.6550413e-05,-2.4916473e-05,0,9.594742e-07,-4189.2344,0,0,0,49874,8.2624625e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","02-1987",1987-02-03 07:33:20,-6.626549,-3.1777534,-3.1833668,7.6592674,297.8075,0.10490799,0.0009984144,-0.09187204,-0.04119724,49.26066,297.70264,4.8063526,0.060388755,297.71368,101148.19,-0.036723968,1987-02-03 01:33:20,20464064,-0.0024375208,10.0121765,0.026412964,2.3692846e-06,-2.8214781e-05,0,4.5074653e-08,-3736.086,0,0,0,231352,2.8858121e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","02-1988",1988-02-03 07:33:20,-6.824394,-3.9388866,-3.9205294,8.131351,297.72217,0.088355064,0.001058842,-0.09574872,-0.052848518,49.260582,297.85162,4.7697077,0.1025967,297.84488,101137.875,-0.045232896,1988-02-03 01:33:20,20396016,-0.002426754,10.740088,0.07044983,3.2322172e-05,-2.8087816e-05,0,5.228789e-07,-4857.2344,0,0,0,10430,4.603353e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","02-1989",1989-02-03 07:33:20,-6.5653067,-3.6186457,-3.6311178,7.7431173,296.85938,0.07757282,0.0010294041,-0.086739,-0.046075165,49.261364,296.74457,4.821307,0.12386656,296.74423,101349.75,-0.041997172,1989-02-03 01:33:20,20348384,-0.0019389407,10.154267,0.12121582,0.00013139193,-2.2440698e-05,0,3.1693844e-06,-4205.9023,0,0,0,247489,0.00027392228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","02-1990",1990-02-03 07:33:20,-6.2929564,-3.9399567,-3.9686337,7.653572,296.65076,0.07014847,0.0010274376,-0.07551432,-0.04633957,49.261364,296.41235,4.870492,0.16566837,296.4203,101341.5,-0.04418593,1990-02-03 01:33:20,20249136,-0.0013251936,10.013836,0.1583252,0.000118502474,-1.5337471e-05,0,2.4828432e-06,-4234.203,0,0,0,328411,0.00021359573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","02-1991",1991-02-03 07:33:20,-6.4189596,-3.6084661,-3.6423159,7.632043,297.41382,0.0983572,0.0010067301,-0.08280182,-0.04478872,49.261364,297.09076,4.4154224,0.110797286,297.0938,101250.56,-0.038392324,1991-02-03 01:33:20,20298848,-0.0014926135,9.85716,0.07420349,4.54602e-05,-1.7274942e-05,0,8.2435e-07,-3995,0,0,0,436648,7.066813e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","02-1992",1992-02-03 07:33:20,-6.848737,-3.6086464,-3.6276646,8.02274,297.38123,0.09049225,0.0010394054,-0.09770554,-0.049459934,49.260895,297.17413,4.9623594,0.096373335,297.1719,101226.94,-0.041787256,1992-02-03 01:33:20,18663744,-0.002016314,10.444994,0.07052612,3.8148617e-05,-2.3336368e-05,0,5.469592e-07,-4498.4883,0,0,0,342547,4.775534e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","02-1993",1993-02-03 07:33:20,-6.1503687,-3.7253866,-3.6949883,7.475668,297.7273,0.10611439,0.0010032053,-0.07819742,-0.044955313,49.261246,297.943,4.699115,0.07223815,297.94238,101200.19,-0.040622324,1993-02-03 01:33:20,20074064,-0.0024388565,9.787209,0.04698181,8.584763e-06,-2.8229217e-05,0,2.2310786e-07,-4037.5,0,0,0,-78894,1.867587e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","02-1994",1994-02-03 07:33:20,-7.2774773,-3.7906094,-3.8252535,8.4699,297.31616,0.10196018,0.0010725628,-0.106143534,-0.054077864,49.26062,297.01526,4.733142,0.13761586,297.00412,101264.06,-0.044761237,1994-02-03 01:33:20,20196816,-0.0020707855,11.068143,0.056396484,1.9935644e-05,-2.3967805e-05,0,4.5598807e-07,-4984.4414,0,0,0,464393,3.9647595e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","02-1995",1995-02-03 07:33:20,-6.6358385,-3.546092,-3.530531,7.84346,297.8291,0.11177158,0.0010238888,-0.0919795,-0.045749843,49.26109,297.89087,4.629101,0.05077222,297.8998,101314.69,-0.04048641,1995-02-03 01:33:20,20625664,-0.0027641095,10.424652,0.025375366,6.4423994e-06,-3.199262e-05,0,9.243125e-08,-4226.5625,0,0,0,86260,8.162808e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","02-1996",1996-02-03 07:33:20,-6.568261,-3.7126608,-3.6862736,7.7867565,298.15515,0.095879555,0.0010275126,-0.08560687,-0.047099292,49.260506,298.30298,4.748802,0.07904482,298.30145,101173.69,-0.042369887,1996-02-03 01:33:20,20334576,-0.0026821978,10.395587,0.073776245,4.319311e-05,-3.104184e-05,0,6.7477094e-07,-4342.09,0,0,0,-12840,5.8920472e-05,3.30429770989323,143.90053749654,6.87778339770023,0.325410783302027,4.0523121336436,NA,NA,NA,NA,NA,7.96228880875154,0.00241942968428825,2419.42968428825,2135.23809930437,458.42555820757,7.96798622958915,2131.81889118228,451.201703550987,36.8809868854412,NA,22.3144203998054,25.5576797502703,NA,NA,110.503790825195,17.7774318156409,5.99733893823374,107.840190204793,17.348920174352,NA,NA,70.7647692544694,NA,1.21755281694645,0.349763408153419,0.285539936585731,2.59153073062738,8.455257260114,0.704618066562331
"61","02-1997",1997-02-03 07:33:20,-7.141198,-3.560689,-3.5794468,8.173209,297.47546,0.07311058,0.0010554194,-0.09734064,-0.047667384,49.260895,297.15564,4.882144,0.17594635,297.12848,101293.19,-0.042325094,1997-02-03 01:33:20,20145472,-0.0020449795,10.763104,0.12571716,0.000122055644,-2.3668326e-05,0,1.7976553e-06,-4328.164,0,0,0,451237,0.00015465383,3.60046240443652,156.771840958606,11.1428155504626,0.335576917635741,3.17768497297909,NA,NA,NA,NA,NA,7.95602957021192,0.00242240055513114,2422.40055513114,2149.42236935178,459.38469569646,7.96245008177008,2145.70563732564,451.283814531873,36.8206034235917,NA,21.410351696234,25.7684675607617,NA,NA,127.093513425572,19.3478895396542,8.0100641677277,124.030018442124,18.8815095322978,NA,NA,308.835984494808,NA,1.34508282487621,0.39328219724415,0.264881023116317,6.88415154965212,14.7169258064516,1.22639962049336
"62","02-1998",1998-02-03 07:33:20,-5.4563007,-2.9607725,-3.0087433,6.7305984,298.18274,0.076678276,0.00093749515,-0.07196647,-0.03454697,49.261208,297.73364,5.389577,0.062520854,297.73834,101158.25,-0.033534236,1998-02-03 01:33:20,20465568,-0.0016312883,8.721627,0.067474365,3.7296835e-05,-1.8879582e-05,0,7.93778e-07,-3111.629,0,0,0,478675,6.92918e-05,3.80774458495702,165.844707533496,NA,NA,NA,0.850317244325277,0.258041057616698,3.53807977242438,0.239210749780628,0.95566402016998,7.99508918996024,0.00241263714310865,2412.63714310865,2117.59889079356,430.089313173267,8.00094063663999,2114.13260279728,423.057387198408,36.898080423965,36.901623377563,22.664095720265,25.4629859017068,NA,NA,116.848337436362,13.7617787090318,9.85422437687604,114.031783517338,13.4300699693253,NA,NA,320.049836446387,NA,0.420517917710209,0.318514731024017,0.400767894056071,8.08165079005902,26.3675841517492,2.19728817995628
"63","02-1999",1999-02-03 07:33:20,-6.1991816,-3.6941519,-3.7036533,7.457385,297.51758,0.056468964,0.0010161672,-0.073482335,-0.042734504,49.260815,297.34442,5.22513,0.15708351,297.35464,101266,-0.042112485,1999-02-03 01:33:20,20155408,-0.0021248236,9.817146,0.15052795,0.00015620458,-2.45939e-05,0,2.7559772e-06,-3927.9258,0,0,0,268896,0.00023869258,3.49494211475629,152.167117730735,NA,NA,NA,0.179846655946822,0.112636604716589,6.18229923475896,0.503828156088985,2.90141810478796,7.95465366175227,0.00240359621006906,2403.59621006906,2133.13798309692,452.220857932941,7.9649978715376,2127.23380992043,439.415799050646,36.7754966330147,36.7736320026755,21.1094735955206,25.8097294684649,NA,NA,122.341951261536,18.9634215568171,9.23606391501534,119.392822350119,18.5063070968579,NA,NA,200.756352037439,NA,3.1399127205642,1.42826876803094,0.938384802579478,3.51097042934574,11.4549647396559,0.95457382550778
"64","02-2000",2000-02-03 07:33:20,-6.4369917,-3.554205,-3.5530682,7.5965567,297.22302,0.081269264,0.0010216311,-0.08110446,-0.04297775,49.260582,297.18274,4.7375755,0.13341206,297.1832,101393.19,-0.040562697,2000-02-03 01:33:20,20335456,-0.0022809021,10.126175,0.10282898,6.325824e-05,-2.640135e-05,0,1.0470064e-06,-3976.5312,0,0,0,133845,9.016316e-05,3.39165123187706,147.679458464719,NA,NA,NA,0.340216952682539,0.147021048547335,5.82226868037688,0.460606979431062,3.90576272318987,7.95264772391198,0.00241591155248117,2415.91155248117,2146.09954402199,459.591655817229,7.9581353983885,2142.96063275976,452.658015535928,36.7519126382182,36.7612142674342,21.2929707379337,25.7469800030434,NA,NA,118.330400137124,16.0626381144569,9.56457698559334,115.478084690094,15.6754567233164,NA,NA,175.343768673235,NA,NA,0.377274174651861,0.353886550059886,1.40456035451288,4.58256902064556,0.381886825190982
"65","02-2001",2001-02-03 07:33:20,-6.8161926,-3.7993526,-3.821703,8.081034,296.72095,0.0905838,0.0010669027,-0.0915665,-0.051557362,49.26097,296.41675,4.792445,0.082133725,296.41852,101338.375,-0.04538383,2001-02-03 01:33:20,20621600,-0.00205528,10.779972,0.07014465,3.4794786e-05,-2.3787346e-05,0,7.433689e-07,-4801.9414,0,0,0,456129,6.4529886e-05,3.26662245048128,142.21139303001,NA,NA,NA,0.237570553452988,0.119311021649425,7.45388990912842,0.488692026570227,3.70602765528853,7.9164869566983,0.00243233085059079,2432.33085059079,2181.47297400252,500.211878008874,7.92185407112146,2178.51656787981,492.950804438904,36.7162216489299,36.7161851196036,20.5461582228454,25.9227223758739,NA,NA,171.088027292687,26.186755769061,8.08510330741538,166.963880626511,25.5555593169731,NA,NA,238.892682931171,NA,2.13129718693094,1.87544680943401,1.03066864528056,4.1512321859912,13.5439655512916,1.12865011083917
"66","02-2002",2002-02-03 07:33:20,-6.6323795,-3.6110554,-3.670927,7.841385,297.2433,0.084765434,0.0010301471,-0.08497137,-0.045695007,49.26074,296.67993,4.9691896,0.07482196,296.67334,101296.94,-0.04148639,2002-02-03 01:33:20,20581152,-0.0014878514,10.318221,0.06163025,1.9143288e-05,-1.7219194e-05,0,3.4684223e-07,-4229.828,0,0,0,657930,2.9688483e-05,4.82566270878866,210.12357455512,5.34547687238741,0.586824825296938,3.59267554520075,0.470918234295746,0.138292699551503,4.85087202618219,0.331583270729895,3.15309152000406,NA,NA,NA,NA,NA,NA,NA,NA,36.8017966986345,36.8031339297438,21.657251655467,25.6811118504554,NA,NA,181.057223977605,25.3968830422443,8.54384232985979,176.693088898722,24.7847093608973,NA,NA,NA,NA,2.6755066603603,1.10610330865824,1.32806831491219,7.20243639041025,23.4989198583116,1.95822752342966
"67","02-2003",2003-02-03 07:33:20,-7.11172,-3.6699705,-3.7209482,8.284746,297.46436,0.10729408,0.0010502175,-0.103101015,-0.051909804,49.260933,296.93207,4.698591,0.06840831,296.89978,101231.69,-0.04322361,2003-02-03 01:33:20,20574448,-0.0018586696,10.9536,0.047409058,2.7768245e-05,-2.1511936e-05,0,3.290565e-07,-4828.785,0,0,0,712863,2.8529372e-05,2.87447440399087,125.166027630677,NA,NA,NA,0.0625853265926714,0.198250912374512,5.20426605781513,0.305250832437182,2.78558497731629,7.97418555862424,0.00240743517983753,2407.43517983753,2125.4855903918,437.688991647824,7.97979807753102,2122.11499438019,430.881607153043,36.8286853291746,36.8211001756532,21.6050524017462,25.7112281040047,NA,NA,164.110177153473,18.712415185188,10.8323293753117,160.154439852316,18.2613504537713,NA,NA,NA,NA,NA,1.99556766338795,0.991856852026002,NA,NA,NA
"68","02-2004",2004-02-03 07:33:20,-6.87202,-3.7092323,-3.6997795,8.053879,297.91296,0.09815979,0.0010455837,-0.09428424,-0.049282372,49.26101,297.96216,4.790328,0.12080634,297.9575,101313.31,-0.043220326,2004-02-03 01:33:20,20436448,-0.0027399287,10.702823,0.08935547,8.6641754e-05,-3.1712625e-05,0,1.386158e-06,-4548.535,0,0,0,72417,0.00012075844,3.79036510963671,165.086269494761,NA,NA,NA,0.16618079884124,0.12833202625939,3.81323828092954,0.244344170445101,1.8605783888938,8.00544520609439,0.00240945880185751,2409.45880185751,2108.10665883437,421.759441623255,8.01128862615832,2104.59260500461,414.93061907055,36.948704104936,36.9472554363671,22.881853306555,25.4511527972518,NA,NA,186.640543683757,21.3219440249834,11.3674684139179,182.141591004776,20.8079917135959,NA,NA,NA,NA,1.54507555624705,0.891168660775974,0.797974283421774,4.29391481530675,14.0095344534194,1.16747719068305
