,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,102,1,07,07,2004,2004/07/07,500,498.8,-9999,-9999,-9999,-9999,-9999,12.94,0.01,0.03,3.13,64.63,7.644,0.002467,2467,2342,917,7.649,2340,905,36.302,36.302,17.304,26.442,-9999,-9999,47.32,4.20,13.14,46.18,4.10,4.74,0.10,-9999,-9999,-9999,-9999,-9999,2.64,12.70,1.06,,
2074,102,1,07,07,2004,2004/07/07,750,748.7,-9999,-9999,-9999,-9999,-9999,20.47,0.02,0.04,3.55,81.33,7.621,0.002483,2483,2367,975,7.626,2365,963,36.264,36.262,17.173,26.443,-9999,-9999,63.29,4.02,18.38,61.76,3.92,5.22,0.03,-9999,-9999,-9999,-9999,-9999,3.29,15.83,1.32,,
2075,102,1,07,07,2004,2004/07/07,1310,1312.6,-9999,-9999,-9999,-9999,-9999,26.43,0.01,0.04,3.89,93.71,7.597,0.002503,2503,2396,1048,7.601,2394,1038,36.244,36.240,17.207,26.418,-9999,-9999,45.53,3.27,16.25,44.43,3.19,5.20,0.18,-9999,-9999,-9999,-9999,-9999,2.58,12.40,1.03,,
2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,103,1,10,08,2004,2004/08/10,1,2.1,4.77,208.14,-9999,-9999,-9999,0.12,0.04,0.00,0.03,0.76,8.060,0.002320,2320,1997,385,8.066,1993,377,36.710,36.704,25.464,24.489,-9999,-9999,131.18,14.00,10.93,128.02,13.67,5.57,0.20,-9999,-9999,3.04,0.301,0.183,-9999,-9999,-9999,,
2078,103,1,10,08,2004,2004/08/10,7,6.8,4.70,204.70,-9999,-9999,-9999,0.06,0.03,0.00,0.19,0.58,8.064,0.002450,2450,2111,390,8.069,2107,384,36.744,36.749,24.688,24.761,-9999,-9999,165.98,16.62,11.65,161.98,16.22,6.71,0.05,-9999,-9999,3.09,0.283,0.178,10.59,34.55,2.88,,
2079,103,1,10,08,2004,2004/08/10,15,15.2,4.73,205.95,-9999,-9999,-9999,0.09,0.03,0.00,0.04,0.19,8.069,0.002453,2453,2110,362,8.075,2105,355,36.809,36.943,23.172,25.360,-9999,-9999,144.89,17.26,9.80,141.40,16.84,5.66,0.97,-9999,-9999,1.05,0.173,0.115,-9999,-9999,-9999,,
2080,103,1,10,08,2004,2004/08/10,25,24.6,4.62,201.31,-9999,-9999,-9999,0.20,0.03,0.00,0.05,0.00,8.051,0.002441,2441,2110,366,8.057,2106,360,36.839,36.879,22.320,25.557,-9999,-9999,183.00,24.98,8.55,178.59,24.37,6.20,0.19,-9999,-9999,1.21,0.332,0.384,16.03,52.29,4.36,,
2081,103,1,10,08,2004,2004/08/10,35,35.6,4.12,179.29,-9999,-9999,-9999,0.30,0.28,1.02,0.12,0.10,8.011,0.002431,2431,2126,403,8.018,2122,395,36.841,36.852,21.942,25.644,-9999,-9999,171.07,26.57,7.51,166.94,25.93,5.34,0.21,-9999,-9999,0.95,1.037,1.072,8.16,26.63,2.22,,
2082,103,1,10,08,2004,2004/08/10,55,55.4,3.32,144.45,-9999,-9999,-9999,0.72,0.97,5.19,0.35,2.29,7.955,0.002418,2418,2147,461,7.961,2144,454,36.835,36.853,21.544,25.756,-9999,-9999,110.46,14.49,8.89,107.80,14.14,4.42,0.21,-9999,-9999,0.00,0.531,0.464,7.55,24.62,2.05,,
2083,103,1,10,08,2004,2004/08/10,75,75.8,3.08,133.92,-9999,-9999,-9999,0.24,0.30,6.46,0.38,2.74,7.952,0.002426,2426,2155,466,7.958,2152,459,36.926,36.906,21.570,25.789,-9999,-9999,86.52,10.36,9.74,84.44,10.11,4.95,0.13,-9999,-9999,0.01,0.136,0.230,2.26,7.36,0.61,,
2084,103,1,10,08,2004,2004/08/10,100,102.8,2.77,120.40,-9999,-9999,-9999,0.02,0.10,8.12,0.54,5.04,7.913,0.002426,2426,2177,510,7.920,2174,501,36.861,36.861,21.117,25.881,-9999,-9999,68.57,8.21,9.74,66.92,8.01,7.29,0.76,-9999,-9999,0.15,0.098,0.186,2.76,9.01,0.75,,
2085,103,1,10,08,2004,2004/08/10,130,131.5,2.57,111.94,-9999,-9999,-9999,0.22,0.07,9.49,0.71,6.93,7.891,0.002398,2398,2164,500,7.896,2162,493,36.654,36.654,19.373,26.190,-9999,-9999,53.10,6.33,9.79,51.82,6.17,4.59,0.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
2086,103,1,10,08,2004,2004/08/10,160,162.6,1.28,55.58,-9999,-9999,-9999,0.11,0.05,11.55,1.28,16.33,7.772,0.002391,2391,2216,662,7.776,2214,654,36.495,36.491,18.412,26.312,-9999,-9999,59.35,6.33,10.94,57.92,6.17,5.32,0.17,-9999,-9999,-9999,-9999,-9999,3.35,14.94,1.24,,
2087,103,1,10,08,2004,2004/08/10,200,206.1,0.23,9.91,-9999,-9999,-9999,0.63,0.08,10.05,1.75,26.38,7.674,0.002393,2393,2260,846,7.678,2258,837,36.438,36.432,18.037,26.361,-9999,-9999,81.36,8.39,11.31,79.40,8.19,3.98,0.19,-9999,-9999,-9999,-9999,-9999,1.22,11.54,0.96,,
2088,103,1,10,08,2004,2004/08/10,235,240.9,0.05,2.28,-9999,-9999,-9999,0.77,0.82,1.27,1.54,36.24,7.661,0.002402,2402,2275,872,7.666,2273,862,36.384,36.402,17.855,26.384,-9999,-9999,88.62,8.66,11.94,86.48,8.45,4.79,0.00,-9999,-9999,-9999,-9999,-9999,2.27,4.20,0.35,,
2089,103,1,10,08,2004,2004/08/10,250,263.4,0.07,3.05,-9999,-9999,-9999,0.30,0.09,6.17,1.84,31.79,7.655,0.002406,2406,2280,884,7.659,2279,875,36.400,36.383,17.751,26.395,-9999,-9999,96.63,10.36,10.88,94.30,10.11,4.30,0.18,-9999,-9999,-9999,-9999,-9999,3.80,13.53,1.13,,
2090,103,1,10,08,2004,2004/08/10,300,313.7,0.00,0.00,-9999,-9999,-9999,2.56,0.03,0.01,2.69,44.27,7.655,0.002415,2415,2289,882,7.659,2287,872,36.347,36.352,17.585,26.412,-9999,-9999,89.34,10.18,10.23,87.18,9.94,4.00,0.00,-9999,-9999,-9999,-9999,-9999,2.82,10.06,0.84,,
2091,103,1,10,08,2004,2004/08/10,350,361.9,0.00,0.00,-9999,-9999,-9999,4.78,0.03,0.02,2.81,48.46,7.652,0.002420,2420,2295,888,7.656,2293,878,36.336,36.336,17.512,26.417,-9999,-9999,67.65,7.85,10.05,66.02,7.66,3.96,0.15,-9999,-9999,-9999,-9999,-9999,3.32,11.82,0.99,,
2092,103,1,10,08,2004,2004/08/10,400,416.0,0.00,0.00,-9999,-9999,-9999,7.49,0.03,0.03,2.87,53.00,7.643,0.002427,2427,2304,910,7.647,2303,900,36.324,36.323,17.456,26.421,-9999,-9999,65.40,6.60,11.57,63.82,6.44,3.45,0.07,-9999,-9999,-9999,-9999,-9999,3.07,10.94,0.91,,
2093,103,1,10,08,2004,2004/08/10,500,515.0,-9999,-9999,-9999,-9999,-9999,11.91,0.03,0.04,3.09,62.66,7.645,0.002445,2445,2321,907,7.648,2319,899,36.294,36.296,17.332,26.430,-9999,-9999,78.71,9.56,9.61,76.81,9.33,4.91,0.00,-9999,-9999,-9999,-9999,-9999,3.87,18.61,1.55,,
2094,103,1,10,08,2004,2004/08/10,750,757.3,-9999,-9999,-9999,-9999,-9999,20.37,0.03,0.04,3.42,80.86,7.624,0.002477,2477,2360,966,7.628,2358,955,36.250,36.253,17.182,26.434,-9999,-9999,55.46,7.49,8.63,54.12,7.31,4.19,0.18,-9999,-9999,-9999,-9999,-9999,3.58,17.19,1.43,,
2095,103,1,10,08,2004,2004/08/10,1310,1302.2,-9999,-9999,-9999,-9999,-9999,25.02,0.02,0.04,3.83,90.44,7.603,0.002493,2493,2384,1028,7.608,2382,1015,36.244,36.244,17.209,26.420,-9999,-9999,53.43,5.16,12.08,52.14,5.04,4.32,0.00,-9999,-9999,-9999,-9999,-9999,2.56,12.33,1.03,,
2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,104,01,07,09,2004,2004/09/07,1,2.3,4.87,212.66,-9999,-9999,-9999,0.00,0.02,0.00,0.02,2.10,8.096,-9999,-9999,-9999,-9999,8.103,-9999,-9999,36.711,36.699,27.845,23.724,-9999,-9999,127.75,11.40,13.08,124.67,11.12,10.16,0.58,-9999,-9999,2.68,0.276,0.162,-9999,-9999,-9999,,
2098,104,01,07,09,2004,2004/09/07,7,7.0,4.62,201.39,-9999,-9999,-9999,0.01,0.01,0.00,0.02,0.80,8.091,-9999,-9999,-9999,-9999,8.097,-9999,-9999,36.695,36.693,27.799,23.734,-9999,-9999,198.66,17.41,13.31,193.87,16.99,6.76,0.55,-9999,-9999,2.65,0.275,0.163,7.19,23.47,1.96,,
2099,104,01,07,09,2004,2004/09/07,15,14.0,4.57,199.29,-9999,-9999,-9999,0.01,0.01,0.00,0.02,0.99,8.090,-9999,-9999,-9999,-9999,8.097,-9999,-9999,36.685,36.678,27.218,23.912,-9999,-9999,161.05,18.49,10.16,157.16,18.04,6.20,0.46,-9999,-9999,2.28,0.248,0.160,-9999,-9999,-9999,,
2100,104,01,07,09,2004,2004/09/07,25,25.0,4.39,191.51,-9999,-9999,-9999,0.02,0.06,0.00,0.06,1.28,8.069,-9999,-9999,-9999,-9999,8.075,-9999,-9999,36.800,36.805,25.466,24.562,-9999,-9999,143.45,20.91,8.00,139.99,20.40,6.99,0.50,-9999,-9999,2.66,0.418,0.404,4.20,13.72,1.14,,
2101,104,01,07,09,2004,2004/09/07,35,34.6,4.33,188.61,-9999,-9999,-9999,0.28,0.07,0.00,0.05,0.88,8.062,-9999,-9999,-9999,-9999,8.069,-9999,-9999,36.798,36.797,25.294,24.610,-9999,-9999,128.73,17.41,8.63,125.63,16.99,6.65,0.55,-9999,-9999,1.12,0.393,0.374,4.46,14.54,1.21,,
2102,104,01,07,09,2004,2004/09/07,55,55.0,3.94,171.62,-9999,-9999,-9999,0.62,0.93,0.46,0.19,1.98,8.025,-9999,-9999,-9999,-9999,8.033,-9999,-9999,36.858,36.856,24.377,24.934,-9999,-9999,140.93,13.91,11.82,137.54,13.57,6.05,0.55,-9999,-9999,0.14,0.266,0.240,4.94,16.12,1.34,,
2103,104,01,07,09,2004,2004/09/07,75,74.8,3.54,154.08,-9999,-9999,-9999,0.03,1.94,1.96,0.27,2.10,7.998,-9999,-9999,-9999,-9999,8.004,-9999,-9999,36.866,36.869,23.456,25.218,-9999,-9999,69.15,9.78,8.25,67.48,9.55,5.63,0.60,-9999,-9999,0.00,0.163,0.196,4.52,14.74,1.23,,
2104,104,01,07,09,2004,2004/09/07,100,100.4,3.24,140.94,-9999,-9999,-9999,0.04,1.07,3.64,0.33,2.74,7.979,-9999,-9999,-9999,-9999,7.985,-9999,-9999,36.885,36.881,22.678,25.454,-9999,-9999,62.70,9.24,7.92,61.19,9.02,5.03,0.51,-9999,-9999,0.08,0.072,0.091,1.71,5.58,0.47,,
2105,104,01,07,09,2004,2004/09/07,130,130.8,1.27,55.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.694,19.755,26.119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
2106,104,01,07,09,2004,2004/09/07,160,161.6,0.52,22.78,-9999,-9999,-9999,0.05,0.05,11.95,1.31,16.05,7.767,-9999,-9999,-9999,-9999,7.772,-9999,-9999,36.511,36.509,18.475,26.309,-9999,-9999,44.39,4.31,12.02,43.32,4.20,4.88,0.50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
2107,104,01,07,09,2004,2004/09/07,200,199.4,0.06,2.71,-9999,-9999,-9999,0.28,0.04,11.07,1.61,22.76,7.702,-9999,-9999,-9999,-9999,7.707,-9999,-9999,36.464,36.458,18.137,26.356,-9999,-9999,88.45,5.23,19.71,86.32,5.11,4.29,0.47,-9999,-9999,-9999,-9999,-9999,1.55,5.35,0.45,,
2108,104,01,07,09,2004,2004/09/07,250,251.1,0.00,0.00,-9999,-9999,-9999,0.50,0.73,0.67,1.38,36.19,7.660,-9999,-9999,-9999,-9999,7.664,-9999,-9999,36.386,36.395,17.761,26.400,-9999,-9999,108.43,9.27,13.64,105.82,9.05,7.28,0.60,-9999,-9999,-9999,-9999,-9999,3.35,11.94,0.99,,
2109,104,01,07,09,2004,2004/09/07,270,271.0,0.00,0.00,-9999,-9999,-9999,1.01,0.01,0.05,2.88,39.48,7.660,-9999,-9999,-9999,-9999,7.664,-9999,-9999,36.377,36.382,17.693,26.407,-9999,-9999,98.29,8.46,13.55,95.92,8.26,4.17,0.37,-9999,-9999,-9999,-9999,-9999,5.39,19.20,1.60,,
2110,104,01,07,09,2004,2004/09/07,300,299.9,0.00,0.00,-9999,-9999,-9999,2.38,0.00,0.02,2.70,43.49,7.657,-9999,-9999,-9999,-9999,7.661,-9999,-9999,36.371,36.362,17.586,26.418,-9999,-9999,87.14,9.81,10.36,85.04,9.57,4.97,0.46,-9999,-9999,-9999,-9999,-9999,2.89,10.31,0.86,,
2111,104,01,07,09,2004,2004/09/07,350,349.8,0.00,0.00,-9999,-9999,-9999,4.37,0.00,0.06,2.77,48.01,7.646,-9999,-9999,-9999,-9999,7.649,-9999,-9999,36.337,36.347,17.515,26.424,-9999,-9999,100.45,8.73,13.42,98.03,8.52,4.51,0.48,-9999,-9999,-9999,-9999,-9999,3.05,10.86,0.91,,
2112,104,01,07,09,2004,2004/09/07,400,399.2,0.00,0.00,-9999,-9999,-9999,6.16,0.00,0.05,2.85,51.42,7.648,-9999,-9999,-9999,-9999,7.652,-9999,-9999,36.327,36.336,17.470,26.426,-9999,-9999,110.03,12.95,9.91,107.38,12.64,4.16,0.51,-9999,-9999,-9999,-9999,-9999,2.53,9.02,0.75,,
2113,104,01,07,09,2004,2004/09/07,500,500.4,-9999,-9999,-9999,-9999,-9999,12.70,0.00,0.07,3.13,64.13,7.641,-9999,-9999,-9999,-9999,7.645,-9999,-9999,36.287,36.300,17.310,26.438,-9999,-9999,123.25,13.76,10.45,120.27,13.43,4.73,0.47,-9999,-9999,-9999,-9999,-9999,1.89,9.10,0.76,,
2114,104,01,07,09,2004,2004/09/07,750,748.2,-9999,-9999,-9999,-9999,-9999,20.78,0.00,0.07,3.52,80.58,7.618,-9999,-9999,-9999,-9999,7.622,-9999,-9999,36.255,36.262,17.179,26.440,-9999,-9999,93.42,7.84,13.91,91.17,7.65,5.22,0.45,-9999,-9999,-9999,-9999,-9999,2.05,9.85,0.82,,
2115,104,01,07,09,2004,2004/09/07,1310,1310.9,-9999,-9999,-9999,-9999,-9999,26.45,0.00,0.08,3.90,92.91,7.593,-9999,-9999,-9999,-9999,7.597,-9999,-9999,36.236,36.245,17.206,26.421,-9999,-9999,59.80,5.77,12.09,58.36,5.63,4.82,0.32,-9999,-9999,-9999,-9999,-9999,2.39,11.47,0.96,,
2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,105,1,05,10,2004,2004/10/05,1,2.4,4.53,197.78,-9999,-9999,-9999,0.25,0.03,0.00,0.02,1.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.41,36.420,29.173,23.072,-9999,-9999,82.58,4.22,22.84,80.59,4.12,5.61,0.50,-9999,-9999,1.13,0.112,0.086,-9999,-9999,-9999,,
2118,105,1,05,10,2004,2004/10/05,7,7.7,4.50,196.21,-9999,-9999,-9999,0.12,0.02,0.00,0.02,1.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.41,36.410,28.708,23.221,-9999,-9999,107.56,9.60,13.07,104.97,9.37,5.98,0.50,-9999,-9999,1.80,0.136,0.090,11.02,35.95,3.00,,
2119,105,1,05,10,2004,2004/10/05,15,15.5,4.50,196.44,-9999,-9999,-9999,0.06,0.01,0.00,0.01,1.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.38,36.370,27.793,23.493,-9999,-9999,102.63,11.76,10.19,100.15,11.47,6.35,0.50,-9999,-9999,1.50,0.148,0.108,-9999,-9999,-9999,,
2120,105,1,05,10,2004,2004/10/05,25,25.2,4.44,193.80,-9999,-9999,-9999,0.06,0.01,0.00,0.02,1.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.43,36.433,26.904,23.828,-9999,-9999,88.10,11.67,8.81,85.98,11.38,6.27,0.49,-9999,-9999,1.91,0.163,0.173,5.44,17.76,1.48,,
2121,105,1,05,10,2004,2004/10/05,35,35.5,4.05,176.54,-9999,-9999,-9999,0.10,0.01,0.00,0.03,1.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.62,36.623,26.095,24.228,-9999,-9999,83.92,17.41,5.62,81.90,16.99,6.44,0.52,-9999,-9999,1.66,0.214,0.268,7.57,24.70,2.06,,
2122,105,1,05,10,2004,2004/10/05,55,55.7,3.93,171.34,-9999,-9999,-9999,0.11,1.17,0.46,0.11,1.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.83,36.837,25.490,24.579,-9999,-9999,88.99,14.81,7.01,86.84,14.45,6.13,0.50,-9999,-9999,0.16,0.388,0.758,3.55,11.57,0.96,,
2123,105,1,05,10,2004,2004/10/05,75,75.2,3.66,159.43,-9999,-9999,-9999,0.11,0.22,3.23,0.23,2.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.86,36.885,24.713,24.854,-9999,-9999,49.29,13.01,4.42,48.10,12.70,5.66,0.49,-9999,-9999,0.18,0.210,0.498,3.94,12.85,1.07,,
2124,105,1,05,10,2004,2004/10/05,100,100.7,3.31,144.04,-9999,-9999,-9999,0.10,0.09,5.05,0.32,2.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.93,36.898,23.003,25.373,-9999,-9999,40.62,12.56,3.77,39.64,12.26,6.05,0.45,-9999,-9999,0.00,0.048,0.101,2.88,9.39,0.78,,
2125,105,1,05,10,2004,2004/10/05,130,130.3,3.06,133.17,-9999,-9999,-9999,0.06,0.06,7.78,0.44,3.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.85,36.814,21.183,25.825,-9999,-9999,42.29,3.95,12.50,41.27,3.85,5.12,0.41,-9999,-9999,-9999,-9999,-9999,2.71,9.33,0.78,,
2126,105,1,05,10,2004,2004/10/05,160,160.8,2.18,95.07,-9999,-9999,-9999,0.07,0.06,10.31,0.88,9.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.75,36.619,19.277,26.188,-9999,-9999,21.98,3.77,6.80,21.45,3.68,4.60,0.33,-9999,-9999,-9999,-9999,-9999,1.41,4.85,0.40,,
2127,105,1,05,10,2004,2004/10/05,200,199.1,0.52,22.81,-9999,-9999,-9999,0.35,0.04,11.30,1.60,22.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.48,36.464,18.207,26.342,-9999,-9999,39.84,6.60,7.05,38.88,6.44,4.33,0.31,-9999,-9999,-9999,-9999,-9999,3.86,13.27,1.11,,
2128,105,1,05,10,2004,2004/10/05,250,250.2,0.09,3.89,-9999,-9999,-9999,0.90,1.03,1.39,1.46,34.90,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.40,36.400,17.825,26.388,-9999,-9999,45.14,3.19,16.53,44.05,3.11,3.57,0.38,-9999,-9999,-9999,-9999,-9999,3.35,11.96,1.00,,
2129,105,1,05,10,2004,2004/10/05,275,274.0,0.04,1.91,-9999,-9999,-9999,0.99,0.01,0.02,1.84,37.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.38,36.387,17.757,26.395,-9999,-9999,59.73,9.20,7.58,58.29,8.98,4.72,0.62,-9999,-9999,-9999,-9999,-9999,3.58,12.77,1.06,,
2130,105,1,05,10,2004,2004/10/05,300,298.9,0.02,0.84,-9999,-9999,-9999,2.00,0.02,0.00,2.57,41.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.37,36.373,17.684,26.403,-9999,-9999,57.64,8.57,7.85,56.25,8.36,4.25,0.21,-9999,-9999,-9999,-9999,-9999,1.89,6.72,0.56,,
2131,105,1,05,10,2004,2004/10/05,350,349.3,0.00,0.00,-9999,-9999,-9999,5.85,0.02,0.01,2.79,48.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.41,36.344,17.535,26.417,-9999,-9999,47.40,9.92,5.58,46.26,9.68,3.20,0.11,-9999,-9999,-9999,-9999,-9999,3.00,10.68,0.89,,
2132,105,1,05,10,2004,2004/10/05,400,399.7,0.00,0.00,-9999,-9999,-9999,6.94,0.01,0.01,2.89,52.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.32,36.327,17.459,26.422,-9999,-9999,61.23,9.29,7.69,59.76,9.06,4.55,0.10,-9999,-9999,-9999,-9999,-9999,3.25,11.57,0.96,,
2133,105,1,05,10,2004,2004/10/05,500,500.1,-9999,-9999,-9999,-9999,-9999,13.46,0.00,0.00,3.19,65.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.29,36.293,17.307,26.433,-9999,-9999,54.59,13.77,4.62,53.28,13.44,4.76,0.15,-9999,-9999,-9999,-9999,-9999,2.91,14.01,1.17,,
2134,105,1,05,10,2004,2004/10/05,750,749.5,-9999,-9999,-9999,-9999,-9999,20.16,0.01,0.00,3.57,80.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.25,36.258,17.188,26.435,-9999,-9999,37.13,4.26,10.16,36.24,4.16,3.98,0.15,-9999,-9999,-9999,-9999,-9999,2.45,11.77,0.98,,
2135,105,1,05,10,2004,2004/10/05,1310,1312.1,-9999,-9999,-9999,-9999,-9999,26.54,0.01,0.00,3.92,93.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.240,36.240,17.217,26.414,-9999,-9999,50.44,5.97,9.86,49.22,5.82,3.97,0.21,-9999,-9999,-9999,-9999,-9999,3.46,16.65,1.39,,
